taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,scorpio_notes,version,pangolin_version,scorpio_version,constellation_version,is_designated,qc_status,qc_notes,note
USA/WI-UW-9323/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.08,Usher placements: BA.1.20(1/1)
USA/WI-UW-9324/2022,BA.1.1.18,0.0,,Omicron (BA.1-like),0.93,0.0,scorpio call: Alt alleles 55; Ref alleles 0; Amb alleles 2; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.1.18(2/2)
USA/WI-UW-9325/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.1(3/3)
USA/WI-UW-9326/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.1(3/3)
USA/WI-UW-9327/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.93,0.0,scorpio call: Alt alleles 55; Ref alleles 0; Amb alleles 1; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.1.1(2/2)
USA/WI-UW-9328/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.93,0.0,scorpio call: Alt alleles 55; Ref alleles 0; Amb alleles 1; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: BA.1.20(1/1)
USA/WI-UW-9329/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1(1/1)
USA/WI-UW-9330/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.08,Usher placements: BA.1.1(4/4)
USA/WI-UW-9331/2022,BA.1.15,0.0,,Omicron (BA.1-like),0.88,0.0,scorpio call: Alt alleles 52; Ref alleles 0; Amb alleles 5; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.15(1/1)
USA/WI-UW-9332/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.20(1/1)
USA/WI-UW-9333/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.1(1/1)
USA/WI-UW-9334/2022,BA.1.15,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.1.15(1/1)
USA/WI-UW-9335/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.1(3/3)
USA/WI-UW-9336/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.88,0.0,scorpio call: Alt alleles 52; Ref alleles 0; Amb alleles 5; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.1,Usher placements: BA.1.1(4/4)
USA/WI-UW-9337/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.1(1/1)
USA/WI-UW-9338/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.92,0.0,scorpio call: Alt alleles 54; Ref alleles 0; Amb alleles 2; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.1(2/2)
USA/WI-UW-9339/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.1(1/1)
USA/WI-UW-9340/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.08,Usher placements: BA.1.20(6/6)
USA/WI-UW-9341/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.20(5/5)
USA/WI-UW-9342/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.1(3/3)
USA/WI-UW-9343/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.1(3/3)
USA/WI-UW-9344/2022,BA.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1(1/1)
USA/WI-UW-9345/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.93,0.0,scorpio call: Alt alleles 55; Ref alleles 0; Amb alleles 1; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.1.1(3/3)
USA/WI-UW-9346/2022,BA.1.15,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.15(1/1)
USA/WI-UW-9347/2022,BA.1.1.18,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.1.18(2/2)
USA/WI-UW-9348/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.1(3/3)
USA/WI-UW-9349/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.09,Usher placements: BA.1.1(4/4)
USA/WI-UW-9350/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.93,0.0,scorpio call: Alt alleles 55; Ref alleles 0; Amb alleles 1; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: BA.1.20(1/1)
USA/WI-UW-9351/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.1,Usher placements: BA.1.1(6/6)
USA/WI-UW-9352/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.1(3/3)
USA/WI-UW-9353/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.1(3/3)
USA/WI-UW-9354/2022,BA.1,0.0,,Omicron (BA.1-like),0.93,0.0,scorpio call: Alt alleles 55; Ref alleles 0; Amb alleles 1; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: BA.1(1/1)
USA/WI-UW-9355/2022,BA.1,0.375,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.09,Usher placements: BA.1(5/8) BA.1.12(3/8)
USA/WI-UW-9356/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.1(3/3)
USA/WI-UW-9357/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1(4/4)
USA/WI-UW-9358/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.85,0.0,scorpio call: Alt alleles 50; Ref alleles 0; Amb alleles 7; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.08,Usher placements: BA.1.1(4/4)
USA/WI-UW-9359/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.1(3/3)
USA/WI-UW-9360/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.93,0.0,scorpio call: Alt alleles 55; Ref alleles 0; Amb alleles 1; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.1(2/2)
USA/WI-UW-9361/2022,BA.1.15,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.15(5/5)
USA/WI-UW-9362/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.93,0.0,scorpio call: Alt alleles 55; Ref alleles 0; Amb alleles 1; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.1.20(1/1)
USA/WI-UW-9363/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1(4/4)
USA/WI-UW-9364/2022,BA.1,0.42857142857142855,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 5; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1(4/7) BA.1.20(3/7)
USA/WI-UW-9365/2022,BA.1.1.18,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.1.18(6/6)
USA/WI-UW-9366/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.83,0.0,scorpio call: Alt alleles 49; Ref alleles 0; Amb alleles 8; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.1,Usher placements: BA.1.1(4/4)
USA/WI-UW-9367/2022,BA.1.1.18,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.06,Usher placements: BA.1.1.18(7/7)
USA/WI-UW-9368/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.20(2/2)
USA/WI-UW-9369/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1(4/4)
USA/WI-UW-9370/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.08,Usher placements: BA.1.1(4/4)
USA/WI-UW-9371/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.06,Usher placements: BA.1.1(3/3)
USA/WI-UW-9372/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.06,Usher placements: BA.1.1(4/4)
USA/WI-UW-9373/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1(4/4)
USA/WI-UW-9374/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1(4/4)
USA/WI-UW-9375/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1(4/4)
USA/WI-UW-9376/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.93,0.0,scorpio call: Alt alleles 55; Ref alleles 0; Amb alleles 1; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: BA.1.20(1/1)
USA/WI-UW-9377/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1(1/1)
USA/WI-UW-9378/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 4; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: BA.1.1(3/3)
USA/WI-UW-9379/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.88,0.0,scorpio call: Alt alleles 52; Ref alleles 0; Amb alleles 5; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1(4/4)
USA/WI-UW-9380/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.20(2/2)
USA/WI-UW-9381/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.09,Usher placements: BA.1.1(4/4)
USA/WI-UW-9382/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.88,0.0,scorpio call: Alt alleles 52; Ref alleles 0; Amb alleles 5; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1(4/4)
USA/WI-UW-9383/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.88,0.0,scorpio call: Alt alleles 52; Ref alleles 0; Amb alleles 5; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1(4/4)
USA/WI-UW-9384/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1(4/4)
USA/WI-UW-9385/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.20(2/2)
USA/WI-UW-9386/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.20(2/2)
USA/WI-UW-9387/2022,BA.1.20,0.3333333333333333,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.18(1/3) BA.1.20(2/3)
USA/WI-UW-9388/2022,BA.2,0.5,,Omicron (BA.2-like),0.95,0.0,scorpio call: Alt alleles 61; Ref alleles 0; Amb alleles 2; Oth alleles 1,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.09,Usher placements: BA.2(5/10) BA.2.31(1/10) BA.2.65(4/10)
USA/WI-UW-9389/2022,BA.1.15,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.15(6/6)
USA/WI-UW-9390/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1(4/4)
USA/WI-UW-9391/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.20(2/2)
USA/WI-UW-9392/2022,BA.1.1.18,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1.18(7/7)
USA/WI-UW-9393/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.20(2/2)
USA/WI-UW-9394/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.08,Usher placements: BA.1.1(4/4)
USA/WI-UW-9395/2022,BA.1,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1(1/1)
USA/WI-UW-9396/2022,BA.1.1.18,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1.18(7/7)
USA/WI-UW-9397/2022,BA.1,0.25,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1(3/4) BA.1.21(1/4)
USA/WI-UW-9398/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.06,Usher placements: BA.1.1(3/3)
USA/WI-UW-9399/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.20(2/2)
USA/WI-UW-9400/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.1,Usher placements: BA.1.1(4/4)
USA/WI-UW-9401/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.88,0.0,scorpio call: Alt alleles 52; Ref alleles 0; Amb alleles 3; Oth alleles 4,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.20(2/2)
USA/WI-UW-9402/2022,BA.1.20,0.5833333333333334,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.09,Usher placements: BA.1(4/12) BA.1.12(3/12) BA.1.20(5/12)
USA/WI-UW-9403/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.20(2/2)
USA/WI-UW-9404/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.07,Usher placements: BA.1.1(1/1)
USA/WI-UW-9405/2022,BA.1.1,0.0,,Omicron (BA.1-like),0.86,0.0,scorpio call: Alt alleles 51; Ref alleles 0; Amb alleles 6; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.08,Usher placements: BA.1.1(9/9)
USA/WI-UW-9406/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.20(2/2)
USA/WI-UW-9407/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.20(2/2)
USA/WI-UW-9408/2022,BA.1.20,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.20(2/2)
USA/WI-UW-9409/2022,BA.1.1,0.2727272727272727,,Omicron (BA.1-like),0.83,0.0,scorpio call: Alt alleles 49; Ref alleles 0; Amb alleles 8; Oth alleles 2,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.11,Usher placements: BA.1.1(8/11) BA.1.1.16(3/11)
USA/WI-UW-9410/2022,BA.1.15,0.0,,Omicron (BA.1-like),0.9,0.0,scorpio call: Alt alleles 53; Ref alleles 0; Amb alleles 3; Oth alleles 3,PUSHER-v1.17,4.1.3,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.1.15(1/1)
